proxyWallet,asset,conditionId,size,avgPrice,initialValue,currentValue,cashPnl,percentPnl,totalBought,realizedPnl,percentRealizedPnl,curPrice,redeemable,mergeable,title,slug,icon,eventId,eventSlug,outcome,outcomeIndex,oppositeOutcome,oppositeAsset,endDate,negativeRisk
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,96601928894191559916157952751631886797424000157973909225754084049773554405468,0x07555b0e89abe017ddde72e5d04f26f6b26a7f221cca5fcae54ca99dd984774d,17420.307803,0.051504,897.215533085712,574.8701574990001,-322.345375586712,-35.927306616961786,40701.879635,816.558924,-72.57700047424515,0.033,False,False,Ukraine agrees not to join NATO in 2025? ,ukraine-agrees-not-to-join-nato-before-july,https://polymarket-upload.s3.us-east-2.amazonaws.com/ukraine-agrees-not-to-join-nato-before-july-vKEDpScXuAtt.jpg,17857,ukraine-agrees-not-to-join-nato-before-july,Yes,0,No,111817814065148789668110176254570458287510111700931938757952739120253070676417,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,24394670903706558879845790079760859552309100903651562795058188175118941818512,0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30,17133.42051,0.237519,4069.51290611469,2998.34858925,-1071.1643168646904,-26.321683738985097,24786.377756,70.45813,-49.07034754897296,0.175,False,False,"Russia x Ukraine ceasefire by March 31, 2026?",russia-x-ukraine-ceasefire-by-march-31-2026,https://polymarket-upload.s3.us-east-2.amazonaws.com/russia-x-ukraine-ceasefire-before-july-GSNGh26whPic.jpg,31759,russia-x-ukraine-ceasefire-by-march-31-2026,Yes,0,No,82991837887127223585838300135823820957946688171642633953055760547186260528157,2026-03-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,72122482770569588499506755542531317316214547923366033552728295449545343415738,0xf4f51e9e4e8439e32f64dc0e659828af7564f9cbc323d4f7442f2c590a2ea07d,16546.078148,0.911838,15087.342806316025,15867.688943931998,780.3461376159744,5.172190674220629,150198.817278,5488.202731,-88.41410392363701,0.959,False,False,Taylor Swift pregnant in 2025?,taylor-swift-pregnant-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/taylor-swift-pregnant-in-2025-5cpC3Ir4u5Pd.jpg,22448,taylor-swift-pregnant-in-2025,No,1,Yes,44305836174662659056360031599221289950024907383706896555756948878751959775782,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,61673387045681238454585997121170806826401631642653090831500827557099057497566,0x12b6268efb832fe64bb746b9f50a51245b761d6b170e172b3cd81a7c4f39432b,15823.630755,0.020775,328.735928935125,15.823630755,-312.912298180125,-95.18652226233453,23323.630755,-41.7525,-96.73436377922535,0.001,False,False,Will 8+ Fed rate cuts happen in 2025?,will-8plus-fed-rate-cuts-happen-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/how-many-fed-rate-cuts-in-2025-9qstZkSL1dn0.jpg,16085,how-many-fed-rate-cuts-in-2025,Yes,0,No,75673530794317709253317435585138828689432689207295322743064114581203964183879,2025-12-10,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,31366799673776056456739452031364678959074439205493426909270800354853174527764,0xa1324f2f9d9bb179df84ba70d1d2785dc58f3bfcfe632038579c97e3eb07271d,15554.983559,0.001,15.554983559,0.0,-15.554983559,-100.0,37401.737,9209.242939,-99.9753774993418,0.0,True,False,Will Curtis Sliwa drop out?,will-curtis-sliwa-drop-out-458,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-curtis-sliwa-drop-out-458-hXyLM1GtQcr4.jpg,28978,will-curtis-sliwa-drop-out-458,Yes,0,No,107563153692420962175210320208877477959907590376101342751375588176425259669099,2025-11-03,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,31744904918540551255746477870591988696765533508454358136402838182759217759615,0xcb1531b00e984865530f13e4ce35bcbc7d71615af98827b5e9aee2ca2984b626,15554.838204,0.023,357.761278692,349.98385958999995,-7.777419101999998,-2.1739130434782603,25331.507917,49.991773,-39.9297832138342,0.0225,False,False,Will China invade Taiwan in 2025?,will-china-invade-taiwan-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/china-invades-taiwan-in-2025-CCSd9dX2mrea.jpg,17413,will-china-invade-taiwan-in-2025,Yes,0,No,49010495637862170738452849338203533534144987310283354999689656599763786454625,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,11408741853853924565318790879677641618099103276539977709031628242402663535128,0x83bda9d757ea1b918083066c4e88f20dc722fee92972a60fec0e7dec4fdcbf6f,15187.008573,0.031249,474.578830897677,637.854360066,163.27552916832298,34.40430093763,59462.0,785.195966,-65.67216401575196,0.042,False,False,Will AV (Green Alliance) win the most seats in the 2026 Colombian Senate election?,will-avcce-win-the-most-seats-in-the-2026-colombian-senate-election,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-alianza-verde-coalicin-centro-esperanza-win-the-most-seats-in-the-2026-colombian-senate-election-fJ_pYMz5n6Th.png,34578,colombia-senate-election-winner,Yes,0,No,33128431808049716267243845230932175414481906741727815708658594278593426552864,2026-03-08,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,63180324456084138896964901136480196139788004854700828798087417260562751585462,0xb05b878b0065451177cd879ae2888aff62ccb9fbc245b6793603f92b510919cd,15000.0,0.030733,460.995,0.0,-460.995,-100.0,15000.0,0.0,-100.0,0.0,True,False,Will the government shutdown end November 11?,will-the-government-shutdown-end-november-11-584,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-day-will-the-government-shutdown-end-zMesYVn8zpvK.jpg,77322,what-day-will-the-government-shutdown-end,Yes,0,No,30738908808076958110053400121919822815345132152416327085755227926802382930755,2025-11-21,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,73395937311306692339855462727935791237345463293895646938166606821925073822983,0xb35d5ffd18a9f3edc1606587c748322a468f7b6593f950332e89bc229ad4f454,15000.0,0.030733,460.995,0.0,-460.995,-100.0,15000.0,0.0,-100.0,0.0,True,False,Will the government shutdown end November 9?,will-the-government-shutdown-end-november-9-845,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-day-will-the-government-shutdown-end-zMesYVn8zpvK.jpg,77322,what-day-will-the-government-shutdown-end,Yes,0,No,71255158332608410707976016346555106679655915948456204127534950149850963687862,2025-11-21,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,47915812080443371336097554967885659954351269832958558504045593252094987118858,0x16ada152b399d8bd705345182286d690858a109992c20ded2f6b76d211639763,15000.0,0.030733,460.995,0.0,-460.995,-100.0,15000.0,0.0,-100.0,0.0,True,False,Will the government shutdown end November 10?,will-the-government-shutdown-end-november-10-848,https://polymarket-upload.s3.us-east-2.amazonaws.com/what-day-will-the-government-shutdown-end-zMesYVn8zpvK.jpg,77322,what-day-will-the-government-shutdown-end,Yes,0,No,4504627812656903048786177862149795103085380019832501345169038423513910513624,2025-11-21,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,17781966920345001333694873962725544399622962807536262226327461471000709887625,0xd405c18b0df642e7f06aadf359183cb8208c1ff6b3a3bca3f8206dca2eb9532e,14326.407028,0.114794,1644.585568372232,4297.9221084,2653.3365400277676,161.33770057668517,15881.407028,210.24533,135.74929140549736,0.3,False,False,Will Hamnet win Best Picture at the 98th Academy Awards?,will-hamnet-win-best-picture-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-winner-GK5jjpLcUheC.jpg,50251,oscars-2026-best-picture-winner,Yes,0,No,69810463519685390977705287406030999283280450973077240059184219530164978871715,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,85795532452312461688342921814235563171225750416821603832877839950165564679042,0xc510176cf39d73295354fc797d84b510d050b45d29d6c9735ee18cdbc4fd6463,13821.768524,0.012141,167.810091649884,89.841495406,-77.96859624388401,-46.46240013178486,23226.768524,-29.491105,-68.14089445807709,0.0065,False,False,Will Robert F. Kennedy Jr. win the 2028 Republican presidential nomination?,will-robert-f-kennedy-jr-win-the-2028-republican-presidential-nomination,https://polymarket-upload.s3.us-east-2.amazonaws.com/RFK.png,31875,republican-presidential-nominee-2028,Yes,0,No,39330841918533865878755515006696866431225622573860977548617538419162581783990,2028-11-07,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,96259341450147141249703807806148265336564499349789351365858016055877663344183,0x38d52e596669a5e49b6b479b01a2a77c0657cc61219298e322faafe5a5d4c7df,13506.896856,0.024267,327.771866004552,945.4827799200001,617.710913915448,188.457576132196,13965.67795,148.005644,178.9816113477204,0.07,False,False,Will Inga Ibsdotter Lilleaas win Best Supporting Actress at the 98th Academy Awards?,will-inga-ibsdotter-lilleaas-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,99454146710083556025709354798247135246662045685348759250707040456835411574546,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,107626128628511150266485180385909850038725671773514632114226487214761143623652,0x56a161fce05c462bbe64fdf80b83f720406150b11ae2d35c94907ac3d0eace80,13499.13,0.044502,600.73828326,0.0,-600.73828326,-100.0,13652.69,1.676534,-99.99999972406003,0.0,True,False,Will Zohran Mamdani win second place in the 2025 NYC mayoral election?,will-zohran-mamdani-win-second-place-in-the-2025-nyc-mayoral-election,https://polymarket-upload.s3.us-east-2.amazonaws.com/new-york-city-mayoral-election-759-xHC4xdJeRQ5u.jpg,26863,2nd-place-in-new-york-city-mayoral-election,Yes,0,No,95600425957133376510126807468524262284870721810297713204028220843099952953414,2025-11-04,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,90063874004814783994149036840792474696730552584126609829123171223154923748581,0x8045ffe1d6bd00d927fd2ddaee1ec0e198329cc93d149f45bd26eef7cff0bc65,13416.899,0.021176,284.116253224,140.8774395,-143.23881372399998,-50.41556479032867,13416.899,0.0,-50.41556479032867,0.0105,False,False,Will Mari Yamamoto win Best Supporting Actress at the 98th Academy Awards?,will-mari-yamamoto-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,5653784989785227326023754458778249744424647497507717648332113363820986626410,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,52127676266687049644888767854247277731014401275258822340196067614609080161616,0xc30cf28f8108d5e883038c89afeaaead56c19730ed7211249cbf60c35ff76890,13053.26,0.887499,11584.75519674,11898.04649,313.2912932600002,2.7043410753138897,24596.58472,-2020.948367,-45.495431388817494,0.9115,False,True,Will 'Avatar: Fire and Ash' have the best domestic opening weekend in 2025?,will-avatar-fire-and-ash-have-the-best-domestic-opening-weekend-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-avatar-fire-and-ash-have-the-best-domestic-opening-weekend-in-2025-oRLZsvkmoqDZ.jpg,16739,which-movie-has-best-opening-weekend-in-2025,No,1,Yes,28747202356406941764039314112456173595580282212764464946364557006288495734253,2025-12-31,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,47007608451866222038776815593966565869166804758074270988104838992146410355645,0x3aa3f2c6081c96848a9afa3ef3c64004569cd129ce2cb4c2859e62ea586098e3,12988.341055,0.035326,458.82613610893,4091.327432325,3632.5012962160695,791.6945026326217,13145.483909,74.945511,781.0350847020351,0.315,False,False,Will Teyana Taylor win Best Supporting Actress at the 98th Academy Awards?,will-teyana-taylor-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,9232143369822623937122068411511576870512074760872495809847730930922190170031,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,15176781000787052279457794981847321470888425143792012867156331544839675212577,0xd120120940705633fb39800b6095530fa708e4845e96d61ede9bc92d5d3d7941,12727.5835,0.022225,282.8705432875,44.54654225,-238.3240010375,-84.25196850393701,12727.5835,0.0,-84.25196850393701,0.0035,False,False,Will Ayo Edebiri win Best Supporting Actress at the 98th Academy Awards?,will-ayo-edebiri-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,7742060673076878462189594606844436284061887513463580521673844646647252650602,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,29635467458082318855023628582481486046214317901889876070775151068733061733736,0x3ac4cb91b27293bd714880681bf4e04839f9ce11301f029b44c1b8a7eb977842,12577.25,0.022505,283.05101125,132.061125,-150.98988625,-53.34370139968896,12577.25,0.0,-53.34370139968896,0.0105,False,False,Will Gwyneth Paltrow win Best Supporting Actress at the 98th Academy Awards?,will-gwyneth-paltrow-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,11765769617373306937399630793408344650718717054669932885317700254993655323937,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,88765748239374128557520798520928470591730175805434252399692590405986004474131,0x54b494a09471b6930d80fbf0020cfc17127fa79de4f8b0472d38c4156d974fc3,12577.25,0.022473,282.64853925,125.7725,-156.87603925,-55.50215814532995,12577.25,0.0,-55.50215814532995,0.01,False,False,Will Glenn Close win Best Supporting Actress at the 98th Academy Awards?,will-glenn-close-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,108310709412928949558416644984823214497889436739040454110075155456907310297316,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,77466957004392231300364847372077141782045997330854591739459858151889913931023,0x086c5cafecb5a4cf4e3a4f75c502e0887d704f62d27ec4523caa693ba158fdfb,12550.5,0.022511,282.5243055,112.95449999999998,-169.5698055,-60.01954599973346,12550.5,0.0,-60.01954599973346,0.009,False,False,Will Wunmi Mosaku win Best Supporting Actress at the 98th Academy Awards?,will-wunmi-mosaku-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,83419028881374330798608341407558261493422927461201819394939021898367123505883,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,33419994104055305879661307447971603692803397840984974141862594392387842743527,0xed01e807e649339cb23739f6735fb9c2284560cbd7bd9ad210c786127fb5f66a,12550.5,0.022511,282.5243055,37.6515,-244.8728055,-86.67318199991115,12550.5,0.0,-86.67318199991115,0.003,False,False,Will Laura Dern win Best Supporting Actress at the 98th Academy Awards?,will-laura-dern-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,10778858991555516608983487264636675697651639515534985093854330956798493537008,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,87644661803130010043591391078242924296068367723707185500225290792592159123635,0x55e20b7d261601df72e2e3e4fb6a90fa1a0016a578b08ce9cfa28a8e5af4bef5,12550.5,0.022511,282.5243055,87.8535,-194.6708055,-68.90409133312603,12550.5,0.0,-68.90409133312603,0.007,False,False,Will Rebecca Ferguson win Best Supporting Actress at the 98th Academy Awards?,will-rebecca-ferguson-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,9405490988164636536566088633988792460315163719322609409512915858497590051099,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,85268760509695683032835673159063679615890862456652953472891517315802054522850,0x44416d349bbeb6edcbf23027e6966ec1fce5a9b7d64d26fd3529f9465c40c450,12332.509574,0.034388,424.090339230712,221.985172332,-202.105166898712,-47.65615912527626,17393.3,128.828191,-62.88620943934138,0.018,False,False,Will Kate Hudson win Best Actress at the 98th Academy Awards?,will-kate-hudson-win-best-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50298,oscars-2026-best-actress-winner,Yes,0,No,13277548687816759795335055390042884171948592862728642811834664529364416682526,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,7659113957645435331793395348651019347992140060112549913674526827882486277159,0x7ddbf4c4ff0b3fdfe7e3230a4607d0485f3b12082f99f9ab1e7c48b8c8e729b1,12152.023727,0.339207,4122.051512364489,1397.482728605,-2724.5687837594887,-66.0973977541737,17765.761475,-300.784723,-76.81016156807243,0.115,False,False,Cap on gambling loss deductions repealed in 2025?,will-the-cap-on-gambling-loss-deductions-be-repealed-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-big-beautiful-bill-cap-gambling-loss-deductions-v4t_kSaIk_p9.jpg,31580,will-the-cap-on-gambling-loss-deductions-be-repealed-in-2025,Yes,0,No,18040010904167376339496812068017422806475068519215905180119682388342307100503,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,44043993516689834260287197159229265586164454472082548346811394843701751100341,0xd5d230091776f415f0a847a0bcab2d5a9668b6c35b0e7bfe1543bea6dc124164,11652.25,0.034531,402.36384475,6059.17,5656.80615525,1405.8932553357852,13572.25,535.648888,1192.861996772682,0.52,False,False,Will Ariana Grande win Best Supporting Actress at the 98th Academy Awards?,will-ariana-grande-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,62653645127266914073846206437861066581515013765875902544649170897445791969262,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,107826475466187127091970123595912400308105376889415485874350194345237934207943,0xff1272373cfe52fe3c25e627c328e8851588b39ea1d6ab56bc41c0a327151cd1,11343.251144,0.042181,478.469676505064,79.402758008,-399.06691849706397,-83.40485052511795,29833.649278,484.378747,-93.69020883614861,0.007,False,False,Will Chase Infiniti win Best Supporting Actress at the 98th Academy Awards?,will-chase-infiniti-win-best-supporting-actress-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-nominations-uExlgIhppb3W.jpg,50301,oscars-2026-best-supporting-actress-winner,Yes,0,No,56045325711336157237251946313168444251397450386825044464699993121512987407938,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,47571003249599161226463331517466483513519982600899922497431763938224704058090,0xce40c461a55895fb30e24da5d3b5e01c3e5ef3897808f0ccfd4d7a9fc420c7ca,11114.623041,0.021473,238.664300559393,16.6719345615,-221.992365997893,-93.0144833046151,90510.263373,-899.156398,-99.14222769284724,0.0015,False,False,Will Drake be the top Spotify artist for 2025?,will-drake-be-the-top-spotify-artist-for-2025-681,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-drake-be-the-top-spotify-artist-for-2024-J7n5hFIFxyRP.jpg,35754,top-spotify-artist-2025-146,Yes,0,No,6685378684279143656067502072617353766381129561061151764747121822731872372316,2025-12-31,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,44446628319261786751896876365833910598445252343588252409740203088317210950410,0x01d5f475cb30704216ae9906d369c0b2991cafec882ab4888a66ff11eb03e569,10763.935883,0.032454,349.332775146882,263.7164291335,-85.61634601338193,-24.508535157453608,183159.238761,1772.152161,-95.56347387508069,0.0245,False,True,Jerome Powell out as Fed Chair in 2025?,will-trump-remove-jerome-powell,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-trump-remove-jerome-powell-njJA1TCPwhmt.jpg,17505,will-trump-remove-jerome-powell,Yes,0,No,107871556080406103665029740738143572273133644015273359659942266346671062091117,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,53831457969823202853110826094779853295270597675255319556599777150695983919098,0x998acf9ed1bbda06d59df70786441468872c72b2de59cacbea93625b14a5efcb,10201.639745,0.008851,90.294713382995,15.3024596175,-74.99225376549501,-83.05276239972885,11701.639745,14.7855,-85.22516643074063,0.0015,False,False,Will Trump nominate David Malpass as the next Fed chair?,will-trump-nominate-david-malpass-as-the-next-fed-chair,https://polymarket-upload.s3.us-east-2.amazonaws.com/who-will-trump-nominate-as-fed-chair-9p19ttRwsbKL.png,35908,who-will-trump-nominate-as-fed-chair,Yes,0,No,27491041634908369209134203135375325220141360663598691072412091501664299197925,2026-12-31,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,35477631289241705233759154026285946627439635224019448868888132647783862821489,0x7987a821b8032824f1805ee39eb5dfb8f64603e4e9e673259eb76f82b439fd3d,9974.717,0.002528,25.216084576,24.9367925,-0.27929207599999756,-1.1075949367088511,10521.717,1.094,-6.248780761636849,0.0025,False,False,2026 Balance of Power: Other,2026-balance-of-power-other-131,https://polymarket-upload.s3.us-east-2.amazonaws.com/balance-of-power-2024-election-r-Fp-y4ONJBS.jpg,32228,balance-of-power-2026-midterms,Yes,0,No,58154574909590813657096858535882625339077077643653677858955479541043465171526,2026-11-03,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,60457547245310780266755373648659758246855254411807319220153652914343756729017,0x700b422f79a08e5c31e6b05160cabb3d5e4f30f13d731c1a6056515e461a1f40,9948.153802,0.849567,8451.623181103734,8580.282654225,128.65947312126636,1.5223048917860553,13556.448461,-657.280995,-25.499703780385495,0.8625,False,False,Will Trump announce Kevin Hassett as next Fed Chair in 2025?,will-trump-announce-kevin-hassett-as-next-fed-chair-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/who-will-trump-announce-as-next-fed-chair-7-caEJvKh7b8.jpg,23085,who-will-trump-announce-as-next-fed-chair,No,1,Yes,20073174529059874855499079178246229833444738182406897946883188638499737314406,2025-12-31,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,23418272514981997052418815895840495861976219490181315134502574478986060785907,0xf039718dab1c1932d6c1e8538f68be56e7ba75ddb36c535752481fdab7be3b9c,9688.720039,0.326724,3165.537366022236,0.0,-3165.5373660222363,-100.0,15477.564301,-167.48693,-100.00000331205293,0.0,True,False,James Comey arrested by October 31?,james-comey-arrested-by-october-31,https://polymarket-upload.s3.us-east-2.amazonaws.com/james-comey-arrested-by-september-30-qIPUiNDczg8c.jpg,49839,james-comey-arrested-by-september-30,Yes,0,No,3008237337623280723616475731853835980568155379803436162066608883246506861094,2025-09-30,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,51171279104285400909666677762285621845926753560865042481170667672124752488918,0xb1d2cd56624ec8bb3d8115d50d503d0e8578bf32d754ad5fe3c0e08a73186c57,9551.779054,0.663968,6342.075634926272,7307.11097631,965.035341383728,15.216395970890161,13691.750197,-162.613304,-19.621559158878156,0.765,False,False,Supreme Court rules in favor of Trump's tariffs?,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-the-supreme-court-rule-in-favor-of-trumps-tariffs-aY--iE5cZi0Z.jpg,41353,will-the-supreme-court-rule-in-favor-of-trumps-tariffs,No,1,Yes,105826416199005342591038391498217708749113687972802625260881736773834354050519,2026-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,81972269985742312894606224603601972107850706609738055982275327976360854049978,0x419c7ae262b7b17f41a077eeaec4b2d3881406ea3a4cf0d5984536fe0bd3c995,9507.64429,0.111487,1059.97873895923,0.0,-1059.97873895923,-100.0,9977.43,110.129062,-99.99999009945684,0.0,True,False,Will the Fed cut-pause-cut in 2025,will-the-fed-cut-pause-cut-in-2025-858,https://polymarket-upload.s3.us-east-2.amazonaws.com/arch-fed-decisions-in-2025-Vowt-IlTgfPc.jpg,41647,fed-decisions-in-2025,Yes,0,No,5784766250446370442868742384913087889889263860083692011054157186989105284802,2025-12-10,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,68639196051170795150992485552561385006521521637825690332014642323694437969760,0x66af911f31ceabb5f9a3ef9203a73f0b23d18aa81bbba7888dec440c622c2528,9088.767103,0.276625,2514.180199867375,4498.939715985,1984.7595161176248,78.9426118391324,10229.235898,-70.994268,58.992100129584934,0.495,False,False,Will One Battle After Another win Best Picture at the 98th Academy Awards?,will-one-battle-after-another-win-best-picture-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-winner-GK5jjpLcUheC.jpg,50251,oscars-2026-best-picture-winner,Yes,0,No,101818439776033928818471919550932857351051302350112396692573347503051307979709,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,2007965340814329955984752112352990052712101896543905700211247650921004618485,0x2239eba5e038d08aa4ced697362abce36aad9602a412cd1288b8a1164d349c80,9013.6036,0.015278,137.7098358008,94.64283780000001,-43.066998000799984,-31.273726927608315,9013.6036,0.0,-31.273726927608315,0.0105,False,False,Will Avatar: Fire and Ash win Best Picture at the 98th Academy Awards?,will-avatar-fire-and-ash-win-best-picture-at-the-98th-academy-awards,https://polymarket-upload.s3.us-east-2.amazonaws.com/oscars-2026-best-picture-winner-GK5jjpLcUheC.jpg,50251,oscars-2026-best-picture-winner,Yes,0,No,41282737178927855386557160301907022379812252245369871137523824376901742784949,2026-03-15,True
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,59657004635562793901929940602865998827780899725869525162781443625591224812078,0x3fe28ac4aee597a761ce00692605e9b8701a544365eb781ddb7453fb10ae31fe,9000.47,0.161663,1455.04298161,2925.15275,1470.10976839,101.03548740280708,9000.47,0.0,101.03548740280708,0.325,False,False,Will Trump's approval rating hit 40% in 2025?,will-trumps-approval-rating-hit-40-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-trumps-approval-rating-hit-40-in-2025-XWbyF1ujXC9i.jpg,22819,how-low-will-trumps-approval-rating-go-in-2025,Yes,0,No,46622104892437415273463549255318397704514551619615900587269927378829632747761,2025-12-31,False
0x9d84ce0306f8551e02efef1680475fc0f1dc1344,95197758690536781344967069481835822467121525130144169973322994558549635662278,0x777c48a36a064675a0a95112c12f54cda0b1caf9a64f7450fde31a8a8212af5a,8928.99864,0.514986,4598.30929361904,7991.4537828,3393.1444891809597,73.79113218611766,23513.025106,721.805529,-34.003348522851326,0.895,False,False,Will Trump sell 0 Gold Cards in 2025?,will-trump-sell-0-gold-cards-in-2025,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-trump-sell-0-gold-cards-in-2025-fhNJSt-6dD05.jpg,19720,how-many-gold-cards-will-trump-sell-in-2025,Yes,0,No,109515911432648770277285602531582027307775296360446797986775280879694624466477,,True
